Airport ID,Altitude,City,Country,DST,Icao,Latitude,Longitude,Name,Number of Records,Origin Path 2,TZ database time zone,Timezone
7751,0,Nassau,Bahamas,A,\N,25.081158,-77.341207,Nassau Cruise Terminal,1,,America/Nassau,-5
9106,0,Ragged Island,Bahamas,A,\N,22.148056,-75.693333,Cococay,1,,America/Nassau,-5
9117,0,Ship Channel Cay,Bahamas,A,\N,24.819302,-76.824331,Ship Channel Cay,1,,America/Nassau,-5
4069,12,Bermuda,Bermuda,A,TXKF,32.364042,-64.678703,Bermuda Intl,1,BDA,Atlantic/Bermuda,-4
5529,104,Sanikiluaq,Canada,A,CYSK,56.5378,-79.2467,Sanikiluaq Airport,1,YSK,\N,-5
8216,90,La Romaine,Canada,A,CTT5,50.257222,-60.669167,La Romaine Airport,1,,America/Blanc-Sablon,-4
5485,121,Lourdes-De-Blanc-Sablon,Canada,A,CYBX,51.4436,-57.1853,Lourdes De Blanc Sablon Airport,1,YBX,America/Blanc-Sablon,-4
5503,39,Chevery,Canada,A,CYHR,50.4689,-59.6367,Chevery Airport,1,YHR,America/Blanc-Sablon,-4
6789,20,St-Augustin,Canada,A,CYIF,51.2117,-58.6583,St Augustin Airport,1,YIF,America/Blanc-Sablon,-4
8217,32,Kegaska,Canada,A,CTK6,50.195833,-61.265833,Kegaska Airport,1,ZKG,America/Blanc-Sablon,-4
5474,102,La TabatiÃ¨re,Canada,A,CTU5,50.8308,-58.9756,La TabatiÃ¨re Airport,1,ZLT,America/Blanc-Sablon,-4
5473,107,TÃªte-Ã -la-Baleine,Canada,A,CTB6,50.6744,-59.3836,TÃªte-Ã -la-Baleine Airport,1,ZTB,America/Blanc-Sablon,-4
74,1408,Atikokan,Canada,A,CYIB,48.773888,-91.638611,Atikokan Muni,1,YIB,America/Coral_Harbour,-5
105,1267,Pickle Lake,Canada,A,CYPL,51.446388,-90.214167,Pickle Lake,1,YPL,America/Coral_Harbour,-5
41,2661,Coral Harbour,Canada,A,CYCZ,64.193333,-83.359444,Fairmont Hot Springs,1,YZS,America/Coral_Harbour,-5
48,2148,Dawson Creek,Canada,A,CYDQ,55.742333,-120.183,Dawson Creek,1,YDQ,America/Dawson_Creek,-7
168,2280,Fort Saint John,Canada,A,CYXJ,56.238056,-120.740278,Fort St John,1,YXJ,America/Dawson_Creek,-7
9430,3360,Didsbury,Canada,A,\N,51.710833,-114.106111,Olds Didsbury Airport,1,,America/Edmonton,-7
8471,3431,High River,Canada,A,\N,50.3333,-113.833,High River Regional Airport,1,,America/Edmonton,-7
4241,200,Inuvik,Canada,A,\N,68.3676,-133.7594,INAWR,1,,America/Edmonton,-7
4240,200,Inuvik,Canada,A,\N,66.3676,-133.7594,Inuvik Town,1,,America/Edmonton,-7
6863,358,Panorama,Canada,A,\N,50.2735,-116.14,RK Heliplex,1,,America/Edmonton,-7
9431,3663,Sundre,Canada,A,\N,51.774722,-114.680833,Sundre Airport,1,,America/Edmonton,-7
8150,2260,Wainwright,Canada,A,\N,52.830601,-111.100998,Field 21,1,,America/Edmonton,-7
8151,2260,Wainwright,Canada,A,\N,52.830601,-111.100998,Field 21,1,,America/Edmonton,-7
7277,1206,Wekweeti,Canada,A,CFJ2,64.190833,-114.076667,Wekweeti Airport,1,,America/Edmonton,-7
8226,125,Hope Bay,Canada,A,CHB3,68.163889,-106.614444,Hope Bay Aerodrome,1,,America/Edmonton,-7
4246,1,Nicholson Peninsula,Canada,A,YUCX,69.917,-128.95,Nicholson Peninsula,1,,America/Edmonton,-7
8904,1048,Wood Buffalo,Canada,A,\N,57.223889,-111.418889,Albian Aerodrome,1,JHL,America/Edmonton,-7
4236,23,Aklavik,Canada,A,CYKD,68.223333,-135.005833,Aklavik,1,LAK,America/Edmonton,-7
9084,1046,Fort Mcmurray,Canada,A,\N,57.055599,-111.573997,Fort McMurray - Mildred Lake Airport,1,NML,America/Edmonton,-7
7970,2208,Edmonton,Canada,A,\N,53.5789,-113.5307,Train Station,1,XZL,America/Edmonton,-7
26,56,Pelly Bay,Canada,A,CYBB,68.534444,-89.808056,Kugaaruk,1,YBB,America/Edmonton,-7
8031,3939,Calgary,Canada,A,CYBW,51.1031,-114.374,Calgary Springbank Airport,1,YBW,America/Edmonton,-7
7267,1839,Bonnyville,Canada,A,CYBF,54.304722,-110.741111,Bonnyville Airport,1,YBY,America/Edmonton,-7
32,90,Cambridge Bay,Canada,A,CYCB,69.108055,-105.138333,Cambridge Bay,1,YCB,America/Edmonton,-7
5462,850,Colville Lake,Canada,A,CEB3,67.0333,-126.083,Colville Lake Airport,1,YCK,America/Edmonton,-7
37,74,Coppermine,Canada,A,CYCO,67.816667,-115.143889,Kugluktuk,1,YCO,America/Edmonton,-7
38,2595,Coronation,Canada,A,CYCT,52.075001,-111.445278,Coronation,1,YCT,America/Edmonton,-7
49,2373,Edmonton,Canada,A,CYEG,53.309723,-113.579722,Edmonton Intl,1,YEG,America/Edmonton,-7
52,3041,Edson,Canada,A,CYET,53.578888,-116.465,Edson,1,YET,America/Edmonton,-7
54,224,Inuvik,Canada,A,CYEV,68.304167,-133.482778,Inuvik Mike Zubko,1,YEV,America/Edmonton,-7
59,526,Fort Resolution,Canada,A,CYFR,61.180832,-113.689722,Fort Resolution,1,YFR,America/Edmonton,-7
60,555,Fort Simpson,Canada,A,CYFS,61.760153,-121.236525,Fort Simpson,1,YFS,America/Edmonton,-7
8032,2575,Golden,Canada,A,CYGE,51.2992,-116.982,Golden Airport,1,YGE,America/Edmonton,-7
4239,215,Fort Good Hope,Canada,A,CYGH,66.26666667,-128.65,Fort Good Hope,1,YGH,America/Edmonton,-7
68,117,Holman Island,Canada,A,CYHI,70.762778,-117.806111,Ulukhaktok Holman,1,YHI,America/Edmonton,-7
69,152,Gjoa Haven,Canada,A,CYHK,68.635556,-95.849722,Gjoa Haven,1,YHK,America/Edmonton,-7
72,543,Hay River,Canada,A,CYHY,60.839722,-115.782778,Hay River,1,YHY,America/Edmonton,-7
5463,882,WhatÃ¬,Canada,A,CEM3,63.1317,-117.246,WhatÃ¬ Airport,1,YLE,America/Edmonton,-7
85,2193,Lloydminster,Canada,A,CYLL,53.309166,-110.0725,Lloydminster,1,YLL,America/Edmonton,-7
90,1211,Fort Mcmurray,Canada,A,CYMM,56.653333,-111.221944,Fort Mcmurray,1,YMM,America/Edmonton,-7
4094,1540,Ekati,Canada,A,CYOA,64.698889,-110.614722,Ekati,1,YOA,America/Edmonton,-7
98,1775,Cold Lake,Canada,A,CYOD,54.404999,-110.279444,Cold Lake,1,YOD,America/Edmonton,-7
99,1110,High Level,Canada,A,CYOJ,58.621389,-117.164722,High Level,1,YOJ,America/Edmonton,-7
7266,1756,Rainbow Lake,Canada,A,CYOP,58.491389,-119.407778,Rainbow Lake Airport,1,YOP,America/Edmonton,-7
4244,50,Paulatuk,Canada,A,CYPC,62.35,-124.3333,Paulatuk,1,YPC,America/Edmonton,-7
102,1873,Peace River,Canada,A,CYPE,56.226944,-117.447222,Peace River,1,YPE,America/Edmonton,-7
109,761,Fort Chipewyan,Canada,A,CYPY,58.767223,-111.117222,Fort Chipewyan,1,YPY,America/Edmonton,-7
112,2968,Red Deer Industrial,Canada,A,CYQF,52.182222,-113.894444,Red Deer Regional,1,YQF,America/Edmonton,-7
116,3047,Lethbridge,Canada,A,CYQL,49.630278,-112.799722,Lethbridge,1,YQL,America/Edmonton,-7
122,2195,Grande Prairie,Canada,A,CYQU,55.179722,-118.885,Grande Prairie,1,YQU,America/Edmonton,-7
5526,723,GamÃ¨tÃ¬,Canada,A,CYRA,64.1161,-117.31,Rae Lakes Airport,1,YRA,America/Edmonton,-7
131,3244,Rocky Mountain House,Canada,A,CYRM,52.429722,-114.904167,Rocky Mountain House,1,YRM,America/Edmonton,-7
8149,2525,Suffield,Canada,A,CYSD,50.2666701,-111.182999,Suffield Heliport,1,YSD,America/Edmonton,-7
5511,596,Lutselk'e,Canada,A,CYLK,62.4183,-110.682,Lutselk'e Airport,1,YSG,America/Edmonton,-7
136,671,Fort Smith,Canada,A,CYSM,60.020278,-111.961944,Fort Smith,1,YSM,America/Edmonton,-7
139,282,Sachs Harbour,Canada,A,CYSY,71.993889,-125.2425,Sachs Harbour,1,YSY,America/Edmonton,-7
145,15,Tuktoyaktuk,Canada,A,CYUB,69.433334,-133.026389,Tuktoyaktuk,1,YUB,America/Edmonton,-7
151,2025,Vermillion,Canada,A,CYVG,53.355833,-110.82389,Vermilion,1,YVG,America/Edmonton,-7
155,238,Norman Wells,Canada,A,CYVQ,65.281617,-126.798219,Norman Wells,1,YVQ,America/Edmonton,-7
4237,550,Deline,Canada,A,CYWJ,65.1833333,-125.41666667,Deline,1,YWJ,America/Edmonton,-7
163,489,Wrigley,Canada,A,CYWY,63.209444,-123.436667,Wrigley,1,YWY,America/Edmonton,-7
164,3084,Cranbrook,Canada,A,CYXC,49.612222,-115.781944,Canadian Rockies Intl,1,YXC,America/Edmonton,-7
165,2200,Edmonton,Canada,A,CYXD,53.5725,-113.520556,Edmonton City Centre,1,YXD,America/Edmonton,-7
167,2352,Medicine Hat,Canada,A,CYXH,50.01889,-110.720833,Medicine Hat,1,YXH,America/Edmonton,-7
178,3557,Calgary,Canada,A,CYYC,51.113888,-114.020278,Calgary Intl,1,YYC,America/Edmonton,-7
183,92,Spence Bay,Canada,A,CYYH,69.546667,-93.576667,Taloyoak,1,YYH,America/Edmonton,-7
196,675,Yellowknife,Canada,A,CYZF,62.462778,-114.440278,Yellowknife,1,YZF,America/Edmonton,-7
197,1912,Slave Lake,Canada,A,CYZH,55.293056,-114.777222,Slave Lake,1,YZH,America/Edmonton,-7
201,2567,Whitecourt,Canada,A,CYZU,54.14389,-115.786667,Whitecourt,1,YZU,America/Edmonton,-7
206,116,Fort Mcpherson,Canada,A,CZFM,67.4075,-134.860556,Fort Mcpherson,1,ZFM,America/Edmonton,-7
4238,320,Tulita,Canada,A,CZFN,64.0833333,-125.5833333,Tulita,1,ZFN,America/Edmonton,-7
7250,62,Fox Harbour,Canada,A,\N,45.87,-63.461111,Fox Harbour Airport,1,,America/Halifax,-4
8730,0,Yarmouth NS,Canada,A,\N,43.833227,-66.122653,Yarmouth Ferry Terminal,1,,America/Halifax,-4
7806,119,Waterville,Canada,A,CCW3,45.0519,-64.6517,Kings County Municipal Airport,1,,America/Halifax,-4
7251,33,Natuashish,Canada,A,CNH2,55.913889,-61.184444,Natuashish Airport,1,,America/Halifax,-4
23,167,Halifax,Canada,A,CYAW,44.639721,-63.499444,Shearwater,1,YAW,America/Halifax,-4
8218,57,Black Tickle,Canada,A,CCE4,53.47,-55.7875,Black Tickle Airport,1,YBI,America/Halifax,-4
35,108,Chatham,Canada,A,CYCH,47.007778,-65.449167,Miramichi,1,YCH,America/Halifax,-4
36,132,Charlo,Canada,A,CYCL,47.990833,-66.330278,Charlo,1,YCL,America/Halifax,-4
5488,22,Nain,Canada,A,CYDP,56.5492,-61.6803,Nain Airport,1,YDP,America/Halifax,-4
56,68,Fredericton,Canada,A,CYFC,45.868889,-66.537222,Fredericton,1,YFC,America/Halifax,-4
5502,39,Hopedale,Canada,A,CYHO,55.4483,-60.2286,Hopedale Airport,1,YHO,America/Halifax,-4
73,477,Halifax,Canada,A,CYHZ,44.880833,-63.50861,Halifax Intl,1,YHZ,America/Halifax,-4
5492,234,Makkovik,Canada,A,CYFT,55.0769,-59.1864,Makkovik Airport,1,YMN,America/Halifax,-4
7521,141,Yarmouth,Canada,A,CYQI,43.8269,-66.0881,Yarmouth Airport,1,YQI,America/Halifax,-4
117,232,Moncton,Canada,A,CYQM,46.112221,-64.678611,Greater Moncton Intl,1,YQM,America/Halifax,-4
126,203,Sydney,Canada,A,CYQY,46.161388,-60.047779,Sydney,1,YQY,America/Halifax,-4
5486,40,Cartwright,Canada,A,CYCA,53.6828,-57.0419,Cartwright Airport,1,YRF,America/Halifax,-4
5461,180,Rigolet,Canada,A,CCZ2,54.1797,-58.4575,Rigolet Airport,1,YRG,America/Halifax,-4
135,357,St. John,Canada,A,CYSJ,45.316111,-65.890278,Saint John,1,YSJ,America/Halifax,-4
7252,223,Postville,Canada,A,CCD4,54.910278,-59.785278,Postville Airport,1,YSO,America/Halifax,-4
138,56,Summerside,Canada,A,CYSU,46.440556,-63.833611,Summerside,1,YSU,America/Halifax,-4
161,1808,Wabush,Canada,A,CYWK,52.921944,-66.864444,Wabush,1,YWK,America/Halifax,-4
182,160,Charlottetown,Canada,A,CYYG,46.290001,-63.121111,Charlottetown,1,YYG,America/Halifax,-4
188,160,Goose Bay,Canada,A,CYYR,53.319168,-60.425833,Goose Bay,1,YYR,America/Halifax,-4
204,92,Greenwood,Canada,A,CYZX,44.984444,-64.916944,Greenwood,1,YZX,America/Halifax,-4
5538,193,Bathurst,Canada,A,CZBF,47.6297,-65.7389,Bathurst Airport,1,ZBF,America/Halifax,-4
5550,1442,Churchill Falls,Canada,A,CZUM,53.5619,-64.1064,Churchill Falls Airport,1,ZUM,America/Halifax,-4
9051,521,Niagra Falls,Canada,A,\N,43.1088,-79.0634,Niagra Falls Railway Station,1,,America/New_York,-5
7779,0,Niagara Falls,Canada,A,NIAG,43.108802,-79.06361,Niagara Falls Station,1,,America/New_York,-5
24,108,St. Anthony,Canada,A,CYAY,51.391944,-56.083056,St Anthony,1,YAY,America/St_Johns,-3.5
45,72,Deer Lake,Canada,A,CYDF,49.210833,-57.391388,Deer Lake,1,YDF,America/St_Johns,-3.5
5459,74,St. Lewis,Canada,A,CCK4,52.3728,-55.6739,St. Lewis (Fox Harbour) Airport,1,YFX,America/St_Johns,-3.5
5460,347,Port Hope Simpson,Canada,A,CCP4,52.5281,-56.2861,Port Hope Simpson Airport,1,YHA,America/St_Johns,-3.5
77,80,Stephenville,Canada,A,CYJT,48.544167,-58.549999,Stephenville,1,YJT,America/St_Johns,-3.5
5513,38,Mary's Harbour,Canada,A,CYMH,52.3028,-55.8472,Mary's Harbour Airport,1,YMH,America/St_Johns,-3.5
125,496,Gander,Canada,A,CYQX,48.936944,-54.568056,Gander Intl,1,YQX,America/St_Johns,-3.5
5458,70,Williams Harbour,Canada,A,CCA6,52.5669,-55.7847,Williams Harbour Airport,1,YWM,America/St_Johns,-3.5
189,461,St. John's,Canada,A,CYYT,47.61861,-52.751945,St Johns Intl,1,YYT,America/St_Johns,-3.5
9050,243,Burlington,Canada,A,\N,43.3408282,-79.8093881,Burlington GO Station,1,,America/Toronto,-5
8837,1100,Geulph,Canada,A,\N,43.563889,-80.196111,CNC4,1,,America/Toronto,-5
8836,1100,Guelph,Canada,A,\N,43.563889,-80.196111,CNC4,1,,America/Toronto,-5
7975,282,Kingston,Canada,A,\N,44.2572,-76.53715,Kingston VIA Station,1,,America/Toronto,-5
9345,1083,Kitchener,Canada,A,\N,43.44968,-80.49222,Kitchener Bus Terminal,1,,America/Toronto,-5
9299,873,Lincolnville,Canada,A,\N,43.995278,-79.233333,Lincolnville GO Station,1,,America/Toronto,-5
9343,0,London,Canada,A,\N,42.9819,-81.2464,London Railway Station,1,,America/Toronto,-5
9346,13,Quebec,Canada,A,\N,46.8174,-71.2139,Gare du Palais,1,,America/Toronto,-5
9224,1335,South Baymouth,Canada,A,\N,45.5564479,-82.0071535,South Baymouth Docks,1,,America/Toronto,-5
9223,1335,Tobermory,Canada,A,\N,45.2578121,-81.6637838,Tobermory Dock,1,,America/Toronto,-5
9194,249,Toronto,Canada,A,\N,43.645278,-79.380556,Toronto Union Station,1,,America/Toronto,-5
9195,623,Windsor,Canada,A,\N,42.3254,-83.0092,Windsor Station,1,,America/Toronto,-5
9231,449,York Mills,Canada,A,\N,43.745,-79.406389,York Mills GO Bus Terminal,1,,America/Toronto,-5
8073,0,Brockville,Canada,A,BRKM,44.6003,-75.7039,Brockville Megabus Stop,1,,America/Toronto,-5
8074,0,Brockville,Canada,A,BRKV,44.5919,-75.693343,Brockville VIA Station,1,,America/Toronto,-5
9245,855,Holland Landing,Canada,A,CLA4,44.089444,-79.495,Holland Landing,1,,America/Toronto,-5
7820,935,Brampton,Canada,A,CNC3,43.7603,-79.875,Brampton Airport,1,,America/Toronto,-5
9244,725,Orillia,Canada,A,CNJ4,44.683333,-79.316667,Orillia,1,,America/Toronto,-5
9243,718,Edenvale,Canada,A,CNV8,44.438889,-79.965278,Edenvale,1,,America/Toronto,-5
8364,730,Collingwood,Canada,A,CNY3,44.449167,-80.158333,Collingwood,1,,America/Toronto,-5
57,293,Forestville,Canada,A,CYFE,48.746111,-69.097222,Forestville,1,,America/Toronto,-5
9248,940,Hanover,Canada,A,CYHS,44.158056,-81.063333,Saugeen,1,,America/Toronto,-5
7780,602,Burlington,Canada,A,CZBA,43.4425,-79.850833,Burlington Airpark,1,,America/Toronto,-5
7845,0,Montreal,Canada,A,MTRL,45.51527887,-73.561427593,Montreal Central Bus Station,1,,America/Toronto,-5
7844,0,Toronto,Canada,A,TRTO,43.655996,-79.38416,Toronto Coach Terminal,1,,America/Toronto,-5
5506,75,Akulivik,Canada,A,CYKO,60.8186,-78.1486,Akulivik Airport,1,AKV,America/Toronto,-5
5469,866,Kingfisher Lake,Canada,A,CNM5,53.0125,-89.8553,Kingfisher Lake Airport,1,KIF,America/Toronto,-5
9239,1066,Haliburton,Canada,A,CND4,45.110833,-78.64,Stanhope,1,ND4,America/Toronto,-5
9240,895,Lindsay,Canada,A,CNF4,44.364722,-78.783889,Lindsay,1,NF4,America/Toronto,-5
9238,807,Markham,Canada,A,CNU8,43.935278,-79.263333,Markham,1,NU8,America/Toronto,-5
5464,832,Summer Beaver,Canada,A,CJV7,52.7086,-88.5419,Summer Beaver Airport,1,SUR,America/Toronto,-5
5466,819,Wunnumin Lake,Canada,A,CKL3,52.8939,-89.2892,Wunnumin Lake Airport,1,WNN,America/Toronto,-5
8072,0,Dorval,Canada,A,\N,45.448611,-73.74111,Dorval Railway Station,1,XAX,America/Toronto,-5
8697,531,Bogande,Canada,A,\N,48.329498,-70.995697,Bogande Airport,1,XBG,America/Toronto,-5
9246,645,Chatham,Canada,A,CNZ3,42.306111,-82.081667,Kent,1,XCM,America/Toronto,-5
7968,374,Ottawa,Canada,A,\N,45.4164,-75.6517,Train Station,1,XDS,America/Toronto,-5
8071,282,Kingston,Canada,A,KGST,44.256944,-76.536943,Kingston Train Station,1,XEG,America/Toronto,-5
5512,215,Kangiqsualujjuaq,Canada,A,CYLU,58.7114,-65.9928,Kangiqsualujjuaq (Georges River) Airport,1,XGR,America/Toronto,-5
5480,672,Kasabonika,Canada,A,CYAQ,53.5247,-88.6428,Kasabonika Airport,1,XKS,America/Toronto,-5
7969,315,Belleville,Canada,A,\N,44.1793,-77.3747,Train Station,1,XVV,America/Toronto,-5
21,630,Sault Sainte Marie,Canada,A,CYAM,46.485001,-84.509445,Sault Ste Marie,1,YAM,America/Toronto,-5
5482,31,Attawapiskat,Canada,A,CYAT,52.9275,-82.4319,Attawapiskat Airport,1,YAT,America/Toronto,-5
27,71,Baie Comeau,Canada,A,CYBC,49.1325,-68.204444,Baie Comeau,1,YBC,America/Toronto,-5
28,522,Bagotville,Canada,A,CYBG,48.330555,-70.996391,Bagotville,1,YBG,America/Toronto,-5
7463,0,Toronto,Canada,A,\N,43.645278,-79.380556,Union Station,1,YBZ,America/Toronto,-5
8177,175,Cornwall,Canada,A,CYCC,45.092778,-74.567778,Cornwall Regional Airport,1,YCC,America/Toronto,-5
9241,321,Saint Catherines,Canada,A,CYSN,43.191667,-79.171111,Niagara District,1,YCM,America/Toronto,-5
9088,852,Cochrane,Canada,A,CYCN,49.106667,-81.015278,Cochrane,1,YCN,America/Toronto,-5
40,87,Clyde River,Canada,A,CYCY,70.486111,-68.516667,Clyde River,1,YCY,America/Toronto,-5
9237,773,Midland,Canada,A,CYEE,44.684722,-79.929167,Huronia,1,YEE,America/Toronto,-5
8362,869,Manitowaning,Canada,A,CYEM,45.8425,-81.8575,Manitoulin East,1,YEM,America/Toronto,-5
5489,48,Fort Severn,Canada,A,CYER,56.0189,-87.6761,Fort Severn Airport,1,YER,America/Toronto,-5
5490,48,Fort Albany,Canada,A,CYFA,52.2014,-81.6969,Fort Albany Airport,1,YFA,America/Toronto,-5
55,110,Iqaluit,Canada,A,CYFB,63.75639,-68.555832,Iqaluit,1,YFB,America/Toronto,-5
8365,815,Brantford,Canada,A,CYFD,43.131389,-80.3425,Brantford,1,YFD,America/Toronto,-5
5491,899,Fort Hope,Canada,A,CYFH,51.5619,-87.9078,Fort Hope Airport,1,YFH,America/Toronto,-5
61,305,Kingston,Canada,A,CYGK,44.225277,-76.596944,Kingston,1,YGK,America/Toronto,-5
62,639,La Grande Riviere,Canada,A,CYGL,53.625278,-77.704167,La Grande Riviere,1,YGL,America/Toronto,-5
63,108,Gaspe,Canada,A,CYGP,48.775278,-64.478611,Gaspe,1,YGP,America/Toronto,-5
64,1144,Geraldton,Canada,A,CYGQ,49.778332,-86.939445,Geraldton Greenstone Regional,1,YGQ,America/Toronto,-5
65,35,Iles De La Madeleine,Canada,A,CYGR,47.424721,-61.778056,Iles De La Madeleine,1,YGR,America/Toronto,-5
5495,174,Igloolik,Canada,A,CYGT,69.3647,-81.8161,Igloolik Airport,1,YGT,America/Toronto,-5
7255,124,Havre-Saint-Pierre,Canada,A,CYGV,50.281944,-63.611389,Havre Saint-Pierre Airport,1,YGV,America/Toronto,-5
5496,34,Kuujjuarapik,Canada,A,CYGW,55.2819,-77.7653,Kuujjuarapik Airport,1,YGW,America/Toronto,-5
5498,146,Grise Fiord,Canada,A,CYGZ,76.4261,-82.9092,Grise Fiord Airport,1,YGZ,America/Toronto,-5
8357,826,Hearst,Canada,A,CYHF,49.713889,-83.686944,Rene Fontaine,1,YHF,America/Toronto,-5
70,780,Hamilton,Canada,A,CYHM,43.173611,-79.935,Hamilton,1,YHM,America/Toronto,-5
8358,1099,Hornepayne,Canada,A,CYHN,49.193056,-84.758889,Hornepayne,1,YHN,America/Toronto,-5
71,90,Montreal,Canada,A,CYHU,45.5175,-73.416944,St Hubert,1,YHU,America/Toronto,-5
5504,126,Ivujivik,Canada,A,CYIK,62.4173,-77.9253,Ivujivik Airport,1,YIK,America/Toronto,-5
75,181,Pond Inlet,Canada,A,CYIO,72.683334,-77.966667,Pond Inlet,1,YIO,America/Toronto,-5
76,136,St. Jean,Canada,A,CYJN,45.294445,-73.281111,St Jean,1,YJN,America/Toronto,-5
79,1054,Waterloo,Canada,A,CYKF,43.460833,-80.378611,Waterloo,1,YKF,America/Toronto,-5
5481,403,Kangirsuk,Canada,A,CYAS,60.0272,-69.9992,Kangirsuk Airport,1,YKG,America/Toronto,-5
80,1709,Schefferville,Canada,A,CYKL,54.805278,-66.805278,Schefferville,1,YKL,America/Toronto,-5
5507,80,Waskaganish,Canada,A,CYKQ,51.4733,-78.7583,Waskaganish Airport,1,YKQ,America/Toronto,-5
5472,43,Chisasibi,Canada,A,CSU2,53.8056,-78.9169,Chisasibi Airport,1,YKU,America/Toronto,-5
8359,1157,Kirkland Lake,Canada,A,CYKX,48.210278,-79.981389,Kirkland Lake,1,YKX,America/Toronto,-5
82,650,Toronto,Canada,A,CYKZ,43.862221,-79.37,Buttonville Muni,1,YKZ,America/Toronto,-5
5509,175,Kimmirut,Canada,A,CYLC,62.85,-69.8833,Kimmirut Airport,1,YLC,America/Toronto,-5
83,1470,Chapleau,Canada,A,CYLD,47.82,-83.346667,Chapleau,1,YLD,America/Toronto,-5
5510,834,Lansdowne House,Canada,A,CYLH,52.1956,-87.9342,Lansdowne House Airport,1,YLH,America/Toronto,-5
9236,972,Barrie-Orillia,Canada,A,CYLS,44.487778,-79.559444,Lake Simcoe,1,YLS,America/Toronto,-5
86,100,Alert,Canada,A,CYLT,82.517778,-62.280556,Alert,1,YLT,America/Toronto,-5
8360,1198,Manitouwadge,Canada,A,CYMG,49.083889,-85.860556,Manitouwadge,1,YMG,America/Toronto,-5
91,30,Moosonee,Canada,A,CYMO,51.291111,-80.607778,Moosonee,1,YMO,America/Toronto,-5
8598,53,Montreal,Canada,A,\N,45.508611,-73.553889,All Airports,1,YMQ,America/Toronto,-5
5514,1270,Chibougamau,Canada,A,CYMT,49.7719,-74.5281,Chapais Airport,1,YMT,America/Toronto,-5
92,656,Maniwaki,Canada,A,CYMW,46.272778,-75.990556,Maniwaki,1,YMW,America/Toronto,-5
93,270,Montreal,Canada,A,CYMX,45.681944,-74.005278,Montreal Intl Mirabel,1,YMX,America/Toronto,-5
7462,0,Montreal,Canada,A,\N,45.499722,-73.566111,Central Railway Station,1,YMY,America/Toronto,-5
94,39,Natashquan,Canada,A,CYNA,50.19,-61.789167,Natashquan,1,YNA,America/Toronto,-5
5516,66,Wemindji,Canada,A,CYNC,53.0106,-78.8311,Wemindji Airport,1,YNC,America/Toronto,-5
95,211,Gatineau,Canada,A,CYND,45.521694,-75.563589,Gatineau,1,YND,America/Toronto,-5
96,918,Matagami,Canada,A,CYNM,49.761667,-77.802778,Matagami,1,YNM,America/Toronto,-5
5501,802,Nemiscau,Canada,A,CYHH,51.6911,-76.1356,Nemiscau Airport,1,YNS,America/Toronto,-5
5470,594,Ogoki Post,Canada,A,CNT3,51.6586,-85.9017,Ogoki Post Airport,1,YOG,America/Toronto,-5
7902,459,Oshawa,Canada,A,CYOO,43.9228,-78.895,Oshawa Airport,1,YOO,America/Toronto,-5
100,374,Ottawa,Canada,A,CYOW,45.3225,-75.669167,Ottawa Macdonald Cartier Intl,1,YOW,America/Toronto,-5
9247,830,Parry Sound,Canada,A,CNK4,45.253889,-79.827778,Parry Sound,1,YPD,America/Toronto,-5
5520,83,Inukjuak,Canada,A,CYPH,58.4719,-78.0769,Inukjuak Airport,1,YPH,America/Toronto,-5
5508,119,Aupaluk,Canada,A,CYLA,59.2967,-69.5997,Aupaluk Airport,1,YPJ,America/Toronto,-5
106,167,Port Menier,Canada,A,CYPN,49.836389,-64.288611,Port Menier,1,YPN,America/Toronto,-5
5522,173,Peawanuck,Canada,A,CYPO,54.9881,-85.4433,Peawanuck Airport,1,YPO,America/Toronto,-5
107,628,Peterborough,Canada,A,CYPQ,44.23,-78.363333,Peterborough,1,YPQ,America/Toronto,-5
6727,74,Puvirnituq,Canada,A,CYPX,60.0506,-77.2869,Puvirnituq Airport,1,YPX,America/Toronto,-5
110,925,Muskoka,Canada,A,CYQA,44.974722,-79.303333,Muskoka,1,YQA,America/Toronto,-5
111,244,Quebec,Canada,A,CYQB,46.791111,-71.393333,Quebec Jean Lesage Intl,1,YQB,America/Toronto,-5
5499,103,Quaqtaq,Canada,A,CYHA,61.0464,-69.6178,Quaqtaq Airport,1,YQC,America/Toronto,-5
113,622,Windsor,Canada,A,CYQG,42.275556,-82.955556,Windsor,1,YQG,America/Toronto,-5
5525,1057,Nakina,Canada,A,CYQN,50.182777,-86.696388,Nakina Airport,1,YQN,America/Toronto,-5
121,653,Thunder Bay,Canada,A,CYQT,48.371944,-89.323889,Thunder Bay,1,YQT,America/Toronto,-5
129,427,Riviere Du Loup,Canada,A,CYRI,47.764444,-69.584722,Riviere Du Loup,1,YRI,America/Toronto,-5
130,586,Roberval,Canada,A,CYRJ,48.52,-72.265556,Roberval,1,YRJ,America/Toronto,-5
8663,199,Trois Rivieres,Canada,A,CYRQ,46.351667,-72.680556,Trois Rivieres Airport,1,YRQ,America/Toronto,-5
133,1141,Sudbury,Canada,A,CYSB,46.625,-80.798889,Sudbury,1,YSB,America/Toronto,-5
134,792,Sherbrooke,Canada,A,CYSC,45.438611,-71.691389,Sherbrooke,1,YSC,America/Toronto,-5
8356,1035,Marathon,Canada,A,CYSP,48.755278,-86.344444,Marathon,1,YSP,America/Toronto,-5
